epoch	train_loss	val_loss	auroc	auprc
1	2.1077	1.1681	0.6274	0.4468
2	1.4796	1.0289	0.6840	0.4940
3	1.3987	1.0489	0.6937	0.4948
4	1.1684	0.8746	0.7140	0.5190
5	1.0121	0.9446	0.7611	0.5703
6	0.9667	0.7438	0.7507	0.5528
7	0.8250	0.8682	0.7519	0.5667
8	0.7385	0.6526	0.7844	0.6175
9	0.6059	0.6548	0.8078	0.6526
10	0.5442	0.6506	0.8138	0.6757
11	0.5147	0.6454	0.8398	0.6944
12	0.5003	0.7236	0.8426	0.7181
13	0.4420	0.7385	0.8394	0.7315
14	0.4418	0.8479	0.8418	0.7280
15	0.4243	0.7657	0.8457	0.7276
16	0.4018	0.7470	0.8712	0.7649
17	0.3912	0.8264	0.8697	0.7642
18	0.3893	0.8187	0.8789	0.7725
19	0.3725	0.8599	0.8688	0.7617
20	0.3633	1.0492	0.8693	0.7635
21	0.3849	0.9772	0.8744	0.7770
22	0.3553	1.5036	0.8510	0.7531
23	0.3639	1.0156	0.8611	0.7429
24	0.3217	0.9534	0.8847	0.7929
25	0.2822	1.0264	0.8837	0.7995
26	0.2830	0.9581	0.8853	0.8010
27	0.2797	0.9171	0.8947	0.8136
28	0.2781	1.1596	0.8779	0.7944
29	0.2650	1.3346	0.8808	0.7891
30	0.2857	1.3680	0.8784	0.7977
31	0.2628	1.0853	0.8856	0.7971
32	0.2701	1.0914	0.8704	0.7746
33	0.2394	1.1543	0.8855	0.8045
34	0.2244	1.6520	0.8839	0.7829
35	0.2267	1.2687	0.8852	0.8055
36	0.2208	1.2966	0.8826	0.7977
37	0.2152	1.3861	0.8830	0.8084
38	0.2008	1.4290	0.8929	0.8164
39	0.1882	1.5079	0.8833	0.8038
40	0.1840	1.4375	0.8870	0.8018
41	0.1818	1.8709	0.8856	0.7895
